Company,City,State,County,Number,Ownership,Operator Name,Operator City,Operator State,Services 1,Services 2,Services 3,Services 4,Services 5,Services 6,Services 7,Services 8
"ADVANCED CARE, INC.",ALBANY,NY ,Albany, 518-218-1772, Proprietary Corporation,"ADVANCED CARE, INC.",FARMINGDALE,N	 ,Nursing
ALBANY COUNTY HEALTH DEPARTMENT,ALBANY,NY ,Albany, 518-447-4691, Public,ALBANY COUNTY BOARD OF HEALTH,ALBANY,N	 ,Medical Social Services,Nursing,Nutritional
"ANTHEM HEALTH SERVICES, INC.",ALBANY,NY ,Albany, 518-862-1247, Proprietary Corporation,"ANTHEM HEALTH SERVICES, INC.",ALBANY,N	 ,Medical Supplies Equipment and Appliances,Nursing,Therapy - Respiratory
"ANY-TIME HOME CARE, INC.",ALBANY,NY ,Albany, 518-454-9433, Proprietary Corporation,"ANY-TIME HOME CARE, INC.",NYACK,N	 ,Home Health Aide,Medical Social Services,Medical Supplies Equipment and Appliances,Nursing,Nutritional,Personal Care,Therapy - Occupational,Therapy - Physical,Therapy - Respiratory,Therapy - Speech Language Pathology
"ATTENTIVE CARE OF ALBANY, INC.",ALBANY,NY ,Albany, 518-438-6271, Proprietary Corporation,"ATTENTIVE CARE OF ALBANY, INC.",ALBANY,N	 ,Home Health Aide,Nursing,Personal Care,Therapy - Occupational,Therapy - Physical,Therapy - Speech Language Pathology
"BELVEDERE HEALTH SERVICES, LLC",ALBANY,NY ,Albany, 518-694-9400, Limited Liability Company,"BELVEDERE HEALTH SERVICES, LLC",ALBANY,N	 ,Home Health Aide,Medical Social Services,Nursing,Nutritional,Personal Care,Therapy - Occupational,Therapy - Physical,Therapy - Speech Language Pathology
"CNS HOME CARE, INC.",RENSSELAER,NY ,Albany, 518-274-6525, Proprietary Corporation,"CNS HOME CARE, INC.",RENSSELAER,N	 ,Nursing
COMMUNITY HEALTH CARE,GREEN ISLAND,NY ,Albany, 518-273-4014, Individual,SALLY J. CENTANNI,GREEN ISLAND,N	 ,Home Health Aide,Nursing,Personal Care
HELDERBERG HOME CARE,BERNE,NY ,Albany, 518-872-1701, Individual,LINDA C. KNOPP,BERNE,N	 ,Home Health Aide,Nursing,Personal Care
INTERIM HEALTHCARE OF THE CAPITAL REGION,ALBANY,NY ,Albany, 518-610-8145, Limited Liability Company,ENS HEALTH CARE MANAGEMENT LLC,ALBANY,N	 ,Audiology,Home Health Aide,Homemaker,Housekeeper,Medical Social Services,Nursing,Nutritional,Personal Care,Therapy - Occupational,Therapy - Physical,Therapy - Respiratory,Therapy - Speech Language Pathology
INTERIM HEALTHCARE OF THE CAPITAL REGION,ALBANY,NY ,Albany, 518-452-3655, Limited Liability Company,ENS HEALTH CARE MANAGEMENT LLC,ALBANY,N	 ,Audiology,Home Health Aide,Homemaker,Housekeeper,Medical Social Services,Nursing,Nutritional,Personal Care,Therapy - Occupational,Therapy - Physical,Therapy - Respiratory,Therapy - Speech Language Pathology
JOYFUL HOME CARE,DELANSON,NY ,Albany, 518-595-4757, Individual,LINDA RAFFERTY,DELANSON,N	 ,Home Health Aide,Nursing,Personal Care
"LIVING RESOURCES HOME CARE AGENCY, INC.",ALBANY,NY ,Albany, 518-867-8777, Voluntary Corporation,"LIVING RESOURCES HOME CARE AGENCY, INC.",ALBANY,N	 ,Home Health Aide,Nursing,Personal Care
"MAXIM OF NEW YORK, LLC",COLONIE,NY ,Albany, 518-437-0152, Limited Liability Company,"MAXIM OF NEW YORK, LLC",WHITE PLAINS,N	 ,Home Health Aide,Homemaker,Housekeeper,Medical Social Services,Nursing,Personal Care,Therapy - Occupational,Therapy - Physical,Therapy - Speech Language Pathology
"MCAULEY LIVING SERVICES, INC.",ALBANY,NY ,Albany, 518-437-8400, Voluntary Corporation,"MCAULEY LIVING SERVICES, INC.",ALBANY,N	 ,Home Health Aide,Nursing,Therapy - Occupational,Therapy - Physical,Therapy - Speech Language Pathology
NURSECORE OF ALBANY,ALBANY,NY ,Albany, 518-438-3900, Limited Liability Company,"NURSECORE MANAGEMENT SERVICES-NEW YORK, LLC",ALBANY,N	 ,Home Health Aide,Homemaker,Housekeeper,Nursing,Personal Care
VISITING NURSES HOME CARE,ALBANY,NY ,Albany, 518-694-9907, Proprietary Corporation,VISITING NURSE ASSOC OF ALBANY HOME CARE CORP,ALBANY,N	 ,Home Health Aide,Nursing,Personal Care
HOME CARE &amp; HOSPICE,WELLSVILLE,NY ,Allegany, 585-593-7600, Voluntary Corporation,"COMMUNITY CARE OF WESTERN NEW YORK, INC.",OLEAN,N	 ,Audiology,Home Health Aide,Medical Social Services,Medical Supplies Equipment and Appliances,Nursing,Nutritional,Personal Care,Therapy - Occupational,Therapy - Physical,Therapy - Speech Language Pathology
"JAN &amp; BEV'S HOME CARE, INC.",WELLSVILLE,NY ,Allegany, 585-593-3760, Proprietary Corporation,BEVERLY K. ARMSTRONG,WELLSVILLE,N	 ,Home Health Aide,Nursing,Personal Care
"SOUTHERN TIER HOME HEALTH SERVICES, INC.",WELLSVILLE,NY ,Allegany, 585-593-3240, Proprietary Corporation,"SOUTHERN TIER HOME HEALTH SERVICES, INC.",WELLSVILLE,N	 ,Home Health Aide,Nursing,Personal Care
VNA HOME CARE SERVICES,BELMONT,NY ,Allegany, 585-268-2050, Voluntary Corporation,VNA HOME CARE SERVICES,WILLIAMSVILLE,N	 ,Home Health Aide,Medical Social Services,Medical Supplies Equipment and Appliances,Nursing,Nutritional,Personal Care,Therapy - Occupational,Therapy - Physical,Therapy - Respiratory,Therapy - Speech Language Pathology
"ACADEMY CARE GIVERS, INC.",BRONX,NY ,Bronx, 718-585-5511, Proprietary Corporation,"ACADEMY CAREGIVERS, INC.",YONKERS,N	 ,Home Health Aide,Homemaker,Housekeeper,Medical Social Services,Medical Supplies Equipment and Appliances,Nursing,Nutritional,Personal Care,Therapy - Physical,Therapy - Speech Language Pathology
ALJUD HOME CARE SERVICES,WESTBURY,NY ,Bronx, 718-379-4400, Partnership,ALFRED SCHONBERGER AND JUDITH SCHONBERGER,BROOKLYN,N	 ,Home Health Aide,Nursing,Nutritional,Personal Care,Physician Services,Therapy - Occupational,Therapy - Physical,Therapy - Respiratory,Therapy - Speech Language Pathology
ALL CITY CARE,BRONX,NY ,Bronx, 718-994-2400, Proprietary Corporation,"BESTCARE, INC.",LEVITTOWN,N	 ,Nursing,Personal Care
"ALLIANCE HOME SERVICES, INC.",BRONX,NY ,Bronx, 718-994-6780, Voluntary Corporation,"ALLIANCE HOME SERVICES, INC.",BRONX,N	 ,Nursing,Personal Care
"ALLIED HEALTH SERVICES, INC.",BRONX,NY ,Bronx, 718-401-8500, Proprietary Corporation,"ALLIED HEALTH SERVICES, INC",BRONX,N	 ,Home Health Aide,Nursing,Personal Care
"AMERICAN COMMUNITY HI-TECH SERVICES, INC.",BRONX,NY ,Bronx, 718-881-2260, Proprietary Corporation,"AMERICAN COMMUNITY HI-TECH SERVICES, INC.",BRONX,N	 ,Home Health Aide,Medical Supplies Equipment and Appliances,Nursing,Nutritional,Personal Care,Therapy - Occupational,Therapy - Physical,Therapy - Respiratory
"BALM OF GILEAD HOMECARE AGENCY, INC.",BRONX,NY ,Bronx, 718-944-1776, Proprietary Corporation,"BALM OF GILEAD HOME CARE AGENCY, INC.",BRONX,N	 ,Home Health Aide,Homemaker,Housekeeper,Medical Supplies Equipment and Appliances,Nursing,Personal Care,Therapy - Occupational,Therapy - Physical,Therapy - Speech Language Pathology
"BEST CHOICE HOME HEALTH CARE, INC.",BRONX,NY ,Bronx, 718-319-2525, Voluntary Corporation,"BEST CHOICE HOME HEALTH CARE, INC.",BRONX,N	 ,Home Health Aide,Medical Social Services,Nursing,Personal Care,Therapy - Occupational,Therapy - Physical,Therapy - Speech Language Pathology
"BESTCARE, INC.",BRONX,NY ,Bronx, 718-324-1400, Proprietary Corporation,"BESTCARE, INC.",LEVTITOWN,N	 ,Home Health Aide,Nursing,Personal Care
"BESURE HOME HEALTH SERVICES AGENCY, INC.",BRONX,NY ,Bronx, 718-405-1690, Proprietary Corporation,"BESURE HOME HEALTH SERVICES AGENCY, INC.",BRONX,N	 ,Home Health Aide,Homemaker,Housekeeper,Nursing,Personal Care
"BRONX JEWISH COMMUNITY COUNCIL HOME ATTN.SVCS.,INC",BRONX,NY ,Bronx, 718-652-5500, Voluntary Corporation,BRONX JEWISH COMM COUNCIL/HOME ATTENDANT SERVS INC,BRONX,N	 ,Home Health Aide,Medical Social Services,Nursing,Personal Care
"BRONXWOOD HOME FOR THE AGED, INC.",BRONX,NY ,Bronx, 718-881-9200, Voluntary Corporation,"BRONXWOOD HOME FOR THE AGED, INC.",BRONX,N	 ,Audiology,Home Health Aide,Homemaker,Housekeeper,Medical Social Services,Nursing,Nutritional,Personal Care,Therapy - Occupational,Therapy - Physical,Therapy - Respiratory,Therapy - Speech Language Pathology
"CITY-WIDE NURSES REGISTRY, INC.",BRONX,NY ,Bronx, 718-231-3800, Proprietary Corporation,"CITY-WIDE NURSES REGISTRY, INC.",BRONX,N	 ,Home Health Aide,Nursing,Personal Care
COMPREHENSIVE HOME CARE,BRONX,NY ,Bronx, 718-239-2680, Proprietary Corporation,"ACCENTCARE OF NEW YORK, INC.",NEW ROCHELLE,N	 ,Home Health Aide,Homemaker,Housekeeper,Nursing,Personal Care
"COOPERATIVE HOME CARE ASSOCIATES, INC.",BRONX,NY ,Bronx, 718-993-7104, Proprietary Corporation,"COOPERATIVE HOME CARE ASSOCIATES, INC.",BRONX,N	 ,Home Health Aide,Nursing,Personal Care,Therapy - Occupational,Therapy - Physical,Therapy - Speech Language Pathology
"CUDLEY'S HOME CARE SERVICES, INC.",BRONX,NY ,Bronx, 718-401-9298, Partnership,"CUDLEY'S HOME CARE SERVICES, INC.",BRONX,N	 ,Home Health Aide,Nursing,Personal Care
DUNKEZ PRIVATE HOME CARE,BRONX,NY ,Bronx, 718-324-2340, Individual,EVADNE DUNKEZ,BRONX,N	 ,Home Health Aide,Housekeeper,Nursing,Personal Care
EMPIRE HOME CARE SOLUTIONS,BRONX,NY ,Bronx, 718-231-6292, Voluntary Corporation,"BRONX HOME CARE SERVICES, INC.",BRONX,N	 ,Home Health Aide,Nursing,Personal Care
FAMILY CARE SERVICES,BRONX,NY ,Bronx, 718-402-4010, Voluntary Corporation,FAMILY CARE SERVICES,BRONX,N	 ,Home Health Aide,Nursing,Nutritional,Personal Care
"FIRST CARE OF NEW YORK, INC.",BRONX,NY ,Bronx, 718-364-7251, Partnership,"FIRST CARE OF NEW YORK, INC.",BRONX,N	 ,Home Health Aide,Homemaker,Nursing,Personal Care,Therapy - Occupational,Therapy - Physical,Therapy - Speech Language Pathology
GOLDEN APPLE HOMECARE,BRONX,NY ,Bronx, 718-409-6500, Proprietary Corporation,"NURSECORE MANAGEMENT SERVICES-NEW YORK, LLC",BRONX,N	 ,Home Health Aide,Housekeeper,Medical Social Services,Nursing,Personal Care,Therapy - Occupational,Therapy - Physical
"GOTHAM PER DIEM, INC.",BRONX,NY ,Bronx, 718-733-2400, Proprietary Corporation,"GOTHAM PER DIEM, INC.",NEW YORK,N	 ,Home Health Aide,Homemaker,Housekeeper,Medical Social Services,Nursing,Nutritional,Personal Care,Therapy - Occupational,Therapy - Physical,Therapy - Speech Language Pathology
HEART TO HEART HOME CARE,BRONX,NY ,Bronx, 718-305-5858, Proprietary Corporation,"MRS. MARY'S PLACE HOME CARE SERVICES, INC.",BROOKLYN,N	 ,Home Health Aide,Homemaker,Housekeeper,Nursing,Personal Care
"HHH HOME CARE, INC.",BRONX,NY ,Bronx, 718-239-6644, Voluntary Corporation,"HHH HOME CARE, INC.",BRONX,N	 ,Home Health Aide,Housekeeper,Medical Social Services,Medical Supplies Equipment and Appliances,Nursing,Nutritional,Personal Care,Therapy - Occupational,Therapy - Physical,Therapy - Respiratory,Therapy - Speech Language Pathology
"HHH HOME CARE, INC.",BRONX,NY ,Bronx, 718-239-6644, Voluntary Corporation,"HHH HOME CARE, INC.",BRONX,N	 ,Home Health Aide,Medical Social Services,Medical Supplies Equipment and Appliances,Nursing,Nutritional,Personal Care,Therapy - Occupational,Therapy - Physical,Therapy - Respiratory,Therapy - Speech Language Pathology
"JEWISH HOME LIFECARE, HOME ASSISTANCE PERSONNEL",BRONX,NY ,Bronx, 718-365-4252, Proprietary Corporation,"JEWISH HOME LIFECARE, HOME ASSISTANCE PERSONNEL",BRONX,N	 ,Home Health Aide,Medical Social Services,Nursing,Nutritional,Personal Care,Therapy - Occupational,Therapy - Physical
"JSP LIFE AGENCY, INC.",BRONX,NY ,Bronx, 718-944-7405, Proprietary Corporation,"JSP LIFE AGENCY, INC.",BRONX,N	 ,Home Health Aide,Homemaker,Housekeeper,Nursing,Personal Care
JUDITH LYNN ASSISTED LIVING FOR SENIORS LLHCSA,BRONX,NY ,Bronx, 718-379-4400, Partnership,ALFRED SCHONBERGER AND JUDITH SCHONBERGER,BRONX,N	 ,Nursing,Personal Care
LATIN HOME CARE,BRONX,NY ,Bronx, 718-918-1749, Individual,LATIN HOME CARE,BRONX,N	 ,Home Health Aide,Nursing,Personal Care
LEWIS HOME CARE AGENCY,BRONX,NY ,Bronx, 718-562-4252, Individual,HORTENSE LEWIS,BRONX,N	 ,Home Health Aide,Nursing,Personal Care
LIVING WATERS HOME CARE AGENCY,BRONX,NY ,Bronx, 718-584-6900, Proprietary Corporation,"OMEGA CARE SERVICES, INC.",BRONX,N	 ,Home Health Aide,Homemaker,Housekeeper,Nursing,Personal Care
M.B.S.C.C.,BRONX,NY ,Bronx, 718-992-2057, Voluntary Corporation,"MID BRONX SENIOR CITIZENS COUNCIL, INC.",BRONX,N	 ,Home Health Aide,Nursing,Personal Care
MICAL HOME HEALTH CARE,BRONX,NY ,Bronx, 866-369-5009, Proprietary Corporation,"RELIABLE HOME HEALTH CARE, INC.",BRONX,N	 ,Home Health Aide,Homemaker,Housekeeper,Medical Social Services,Nursing,Personal Care
MORNINGSIDE AT HOME INC,BRONX,NY ,Bronx, 718-409-7982, Voluntary Corporation,"MORNINGSIDE AT HOME, INC.",BRONX,N	 ,Home Health Aide,Homemaker,Housekeeper,Medical Social Services,Nursing,Nutritional,Personal Care,Therapy - Occupational,Therapy - Physical,Therapy - Respiratory
NEIGHBORS HOME CARE,BRONX,NY ,Bronx, 718-515-2200, Proprietary Corporation,"BRONX COMMUNITY HOME CARE, INC.",BRONX,N	 ,Home Health Aide,Nursing,Personal Care
"NEW YORK HEALTH CARE, INC.",BRONX,NY ,Bronx, 914-699-6810, Proprietary Corporation,"NEW YORK HEALTH CARE, INC.",BROOKLYN,N	 ,Home Health Aide,Nursing,Personal Care,Therapy - Occupational,Therapy - Physical,Therapy - Speech Language Pathology
"PCI HOME CARE GROUP, INC.",BRONX,NY ,Bronx, 718-884-7800, Proprietary Corporation,"PCI HOME CARE GROUP, INC.",RIVERDALE,N	 ,Home Health Aide,Homemaker,Housekeeper,Medical Social Services,Nursing,Nutritional,Personal Care,Therapy - Occupational,Therapy - Physical,Therapy - Speech Language Pathology
"PHC SERVICES, LTD.",BRONX,NY ,Bronx, 718-518-8500, Proprietary Corporation,"PHC SERVICES, LTD.",YONKERS,N	 ,Home Health Aide,Nursing,Personal Care,Therapy - Occupational,Therapy - Physical,Therapy - Speech Language Pathology
PIONEER HOMECARE INC,BRONX,NY ,Bronx, 718-671-2100, Individual,"PIONEER HOMECARE, INC.",BRONX,N	 ,Home Health Aide,Nursing,Personal Care,Therapy - Occupational,Therapy - Physical,Therapy - Speech Language Pathology
